247,UILGMFCSWT,806250816
1926,PRCJVSPTBK,806616801
1048,OGVFRNYMOP,895530481
818,GBDWJMHJGU,857875625
1650,MHGNKQGLAV,804642116
1385,LUVNXDBLZD,844782864
670,XTEYYQDHXW,872633321
177,HHJMBOCLJA,842915089
694,MAFSYVYRQP,823064676
122,CTYDTEAMDC,877845329
527,YEZKYHPFXW,852873616
429,IZVEAVGZJW,876108176
1119,QXOZFCUHCN,839911696
1769,ZGLOHNEREH,819141776
1263,RDVSLYHRSE,846835521
511,WNPFLRLUKD,850968964
1314,YZUROCACWE,855905529
1486,YKYISJHHVS,868773849
1230,MRGUJZATFS,805498769
517,KTBWZFAHOE,806190609
1897,ZEDKDZMSDO,812562500
1268,NFBQZRONMF,817050761
1935,KNHPWQVAUK,801490841
1573,NGISTGJOJU,820948929
1262,QICSBRLPRB,801920996
984,GNWYUNRNUM,892140801
204,BVBHRMLOWP,844398225
1331,ZLERQOOVEI,882817441
277,DOYJWPYATM,833744481
1406,TICWGSOTNI,800839056
1688,XYTMZDYKLJ,803305124
725,WNKDXYMECL,820166244
1806,OGTEQPEMEI,877835844
1334,YXEZBQZQPG,869929689
1109,YUZUTZYPIR,816757284
773,FXYAAAYMOI,880552969
1931,NLXROQMTHQ,802250000
1197,EXUPSXUHAC,814000409
1384,BDNMETGLMN,896933264
1846,LGRSKBADNN,866569969
1311,JKPVUNLGCB,833180969
1750,TQGLIRYAAW,811007296
1353,AIOSRKHERC,819069601
506,UINIPBNCIZ,887845156
792,UVEERENLAI,808464689
666,MYMHYSOICW,814062400
239,VORPJFZSLZ,865157184
915,KXAORTEJLR,801313316
1087,VXKHCQPQIA,837411009
1182,PDFSCRZSWP,821086464
1179,KHAWWTKGUW,891015625
873,LGLTLVEINN,828304356
638,DPOHCGUBKU,817373409
1172,MKSIGNQHQG,837428729
1651,UJFVZMJRCU,800179776
1164,LQRMHJCSZF,812257001
97,HCWMBMXRMH,879414724
165,ZOMWNLMBUP,827597824
995,IGPQMWFONT,818200384
1659,NXFTXZLMMV,829474041
463,WWVUABUQCI,865999376
1742,JQMVLWOBUV,814318864
351,GZRIOQRQET,856650256
1620,VRKALJFKWO,812660164
74,MBSZTSSHFR,813354756
1944,RRHEHSRESF,801695204
956,DBSGTFFKBY,856000000
732,LRJPRSEQWR,857778721
1957,PANHLMLKWH,881870884
1724,AULFFDBNCU,800008100
1791,URKOOEKIBW,820403716
609,CRZNJKFRVK,850486025
1047,WCXKGOQVUF,812252416
678,TAGRNFFMNP,814668900
1878,ETANVIUYMP,887105625
702,KCLGARYGYD,879860100
