810,FKTQJDCUGB,800036100
168,WBORIFSUQH,873564804
463,WWVUABUQCI,865999376
1333,IOUHHDENOW,881199361
1717,FOYEUDXZDP,818646544
607,RUCTTMRVZN,800582169
653,XCDJWIKFAT,846629924
1586,LFKXWYXUAL,837714724
11,DPOOEFXZBC,875328196
1844,BUIBJWQHOG,860987396
428,QQIANNYHQO,827000896
1824,SYSJKZLMBR,844796249
864,XJECCGQHBC,845333289
1352,OVKQSNHGCG,857142729
165,ZOMWNLMBUP,827597824
292,JABTQWWTBK,834194961
866,LVMTZHFMBE,804637025
994,YQMHDABALH,803775249
980,DGCOFGLCQG,827080081
220,BJRQGEPPXY,805764801
380,AUROQRDQWC,856948161
834,YSDKHSOICM,870015625
860,BDUZVNGQIA,895564864
1197,EXUPSXUHAC,814000409
1595,SFIDTKOXZE,804778596
754,HWZTZRBXJC,803490225
1052,FFCEGTPCYB,887968100
429,IZVEAVGZJW,876108176
302,EVDCPLBKLP,892262969
1054,VPEIBGXFFN,859256976
433,TFISGGLGCO,855095441
2,NLFDXFIRCV,813276816
1827,AQVNOTVMVA,806477025
646,HVHFQTDVTN,859251969
1116,HKQNKTTIQF,813039424
1738,UGFHRJTDOP,825647329
623,PTQMVEGHMF,879548561
769,HWDVAEQJKZ,884787456
389,TPWJNGJNCP,840118441
1756,CJLNEHHQGY,883229129
1086,JASIXVWOQY,831648401
388,HDAXPHBSYW,872410225
80,FSKUIDUBUR,803233536
1551,CDZFKPFKHW,842916324
1853,WTFNVBCXFD,838353249
1972,PAFHZDVXVO,876108176
1247,SFJNYUCTKF,860824401
1722,ONDSADNFTN,800134689
1123,QHFGIMWJGR,854326225
264,FUNQPKFNNB,846928900
24,JWAYYZPVSC,802005056
988,BXXZKGHSKG,820607744
1911,HWGPRGOZKQ,835402500
1379,UTVCCEPMNO,844048004
1913,MBYGSAGXEY,831725284
1101,PFNCNFYTMC,837075921
894,JMMBPDUPZV,837007121
1120,CQKCJBCHVR,822562500
1593,HGVWLLYJPV,810076881
740,SFOJSWRQCN,866011681
1796,HWIJSHDRWR,888256516
1710,GEMBMIAQEI,811029041
608,RCHJWZWMOZ,844701696
1162,OXRDILPOMO,811946244
781,FJQOVERSCJ,881848209
766,ZHYJGDFGNW,837868929
313,DFTGMOPSRG,802399401
1470,TZYWLWBZPG,833558849
1132,ZMSRZQPMAD,817969881
