156,CLMZNMJUGW,804866436
1390,ATHUAORSGA,851337225
1980,MFSLYOQYRL,887553025
132,TPJHAEFQZA,850715556
486,EPVVCVOIDW,898190084
1040,BOURZHMFFF,856794384
1089,TZYQKTDMKA,822158129
63,DLTFZOTCJT,808646225
769,HWDVAEQJKZ,884787456
410,WZEEWZKAOJ,882700836
1443,BPMIVEZZHK,858599025
390,RJVBVCCEFK,800271441
1269,WGPBEPEUHG,888542561
1679,RLQVTLCMWM,813957696
1963,NIXGWRAXQB,860402769
524,IZXHREVNXQ,872182016
219,DMPHWZYIAY,861218576
1163,SJJSWFDYYN,899062209
305,QMCUPRYJAU,857955721
1449,QEDIUMVEFM,882787881
439,AQZXUGKVAK,867420521
668,ZUVJOXYIPM,844755600
1375,LCEKTMECJJ,872349009
943,KDUOOERCTE,828633796
1333,IOUHHDENOW,881199361
177,HHJMBOCLJA,842915089
581,XUUFFBRWHP,816151824
318,KYRTNSJVWZ,885137529
1975,MZICNDFUDZ,808514724
114,NMKMNUVKLH,898756356
1150,TKZMNKABBA,846965129
325,NRXRFNWAKZ,816354681
269,VOQOZKYNAY,866732816
1456,HMCZBADVOP,882437136
643,RTJHUDPETS,882992324
713,EQIMLHCZTC,808555561
1750,TQGLIRYAAW,811007296
701,ZGDTNHMIVN,866015625
1550,RLHHFHETDL,821992025
1227,XVJVWWKASY,808571364
1159,WYRIZUBLBB,839664804
575,YNDGCNFJIT,877492809
18,SFZKVATXDK,843784689
1605,OYFORVESPP,882340809
58,OJBRZMWZPO,867851684
1953,DHLYYJFQUI,857602500
1273,JJOQRBMAQV,867208225
1621,YCNEOVTCHR,801926544
1912,YBNAJFGRCV,805033761
27,KDCPWSRTES,817380561
1198,TTDYFAQWCG,864019249
238,FISFRFQGVP,849815364
1465,YXFODMSSQG,832779529
660,TSQQOZVEJN,852300281
1228,WIAMMKEMPN,863510289
619,CYJEFLLOQZ,886726489
427,ZNBHYCWMFY,842703616
117,JQWIQPUOQH,818696976
630,MXQRBAZLPD,825220484
1781,CEGLIUUQVB,823323136
2,NLFDXFIRCV,813276816
559,BOVJKDQRKD,818417924
889,IUGKDQTESO,821444161
1287,SKFKADCHWQ,847694336
1055,PFYMRMQHUC,809102400
816,QIAUAPWKCZ,816008001
1487,HJPFSWWBOL,818832849
1631,MGVPSNEVMI,800873929
1972,PAFHZDVXVO,876108176
962,XYLUTTLWHT,834764201
1029,UAXPDPSMWI,821727296
568,JJBHIQNVOC,843736121
391,EMGSDYMZMM,891998016
1924,EKPVVWGACZ,800005329
847,USCRLDUREN,843976001
23,QRCDDIUTEI,889129984
1797,CDTGZMHMSP,853363456
621,GNROTLOTCP,811266225
1035,EBQGRIZKEK,858496356
1986,SRXTTATFWB,884914225
1769,ZGLOHNEREH,819141776
958,VQTHEJJRBZ,865998569
1587,YYIUCJVGVV,877581376
1127,GODXVAAHGU,816555264
1021,XPJFGVPIFY,845726864
1783,KPVWNUHTRW,865508225
1527,NFEQMTLTFA,825266884
364,CKMAALKICS,888830625
944,QDVDLRWAMN,835037584
1053,VRQUSQSYDY,892124004
1594,MNZDHEYSPK,844362089
179,ROPBYJZWYY,854346384
344,EVSDCOMRYH,814291684
1019,LRQHVAPGYS,879019364
940,BJALQLRCEZ,852744881
1345,DWMUWTIDGD,828954001
1850,EIAJQJJFXG,800149769
1190,SJRQJGOAXI,804301476
1544,IDIBGVHRGU,875806969
446,ZVBAFAZJOH,827751824
360,NQWTOETONX,872975104
694,MAFSYVYRQP,823064676
494,XXIBHPULNL,886802500
303,MPFDCYQTRC,839735849
1402,QAFIPCFHVT,893813881
753,MKVMHNLCIV,840836644
308,XFAIGAYRUE,814918400
403,RJGDRQRVQT,897612225
1472,JAWJBXPUHB,899480676
1690,BQDFQWEPNC,803591025
1899,HXGTMSILKZ,801320201
679,NWLEXRQXIS,813539769
922,IKGQTUFVQQ,828551876
1662,VHZVIZOPVR,800602176
1290,FHDNQUBWBW,800022201
910,YKVIXDAQVS,816251524
616,LINDJDFPEK,851167025
1643,JAGGZYRFXD,846327761
402,GDJDRWDNPO,849116900
650,VJTQNBCHIW,800363609
176,ADOJSKKVFX,810540900
1346,HKVEXBSZTR,861371556
651,UQLZSMXVFJ,841015625
1855,QHXOQJPABY,898246400
1338,ZGAIGRNBCQ,872877361
1861,CVDGSNNEAN,846226401
75,EFWSJRXJHG,845365056
1446,OQREZGCTQI,883384196
990,TYJSLLQKEH,891412721
841,ZPYFMDLQLW,800642064
1233,JVTZNHVPFH,823001600
1666,NTXPRODMSE,869677529
840,KQJDFGNRDO,880196624
1464,UMMMZYRMYT,854719556
1599,JGUXHZYPLW,816096144
680,FNHJZQVOXK,856360004
706,IYTYMRJSCY,810791824
787,LSMDUSKVUT,827402304
400,QSUOWKVFCC,867340096
299,CZTWZZVEWX,838412816
1224,ZYNKMWBCRU,896311961
1706,ISEDOLMIEB,809134096
457,ETLGBFVIOC,810764961
250,FGRATZBSGU,830327049
425,OMVNTMDHZX,800436921
249,SWJEBKRJLP,835212356
1071,PEPUNUGEAJ,836199729
272,OEWQVQRTCD,894662081
997,HSPJDGVLZM,850140561
1658,OSBRBWDJDO,889048100
1340,EOSBNBFVUT,854950400
1331,ZLERQOOVEI,882817441
376,AVQYECZTOZ,884092224
1241,MCLZYSTOXJ,868018769
1098,RCKLYHBPJJ,887590881
460,YHZQJZDHTB,886471401
1705,GWNILYGIYJ,804607209
582,VCOQRGRQWZ,867396609
1890,DJJOVCNHLV,808856576
1831,XLWPOQTOBQ,888150625
1904,QHZYUZZVDS,817799961
1611,XMYNTPIOTQ,809265936
407,HHWEWNVCBV,898669025
171,BABVQOPQFO,800000441
1256,IVMEDBURFW,806280036
1845,CFPRVCCZIH,806682225
1235,IDZHVMUGGA,812722225
1932,DEXURDAWQO,877925369
774,FHJLRWYAXA,870459236
1383,FRRJDEXWKK,840991876
1801,FONLKZHFLA,876500001
480,TONEQLNBTO,809753129
1017,HCYFQZVADT,881450625
1714,KJTNNACIWP,802337841
1451,QXKFXINHSO,869395044
1505,NAMEEXBAEB,818775296
1362,GPHXBABRGL,829396196
532,FCPXSCJKCF,862460516
781,FJQOVERSCJ,881848209
419,KDWICKDILS,851900081
662,SMVSTMMWWW,889036176
95,FXDYYGMDCA,851044100
246,SCILIQECIH,852403121
593,UBPYLONMWA,876066361
1804,YMUYUEOWDP,812723856
421,BLHWBAFBGA,850486025
253,MXJDVZUHNA,809404900
173,XDZUJTLNTX,813337104
292,JABTQWWTBK,834194961
1334,YXEZBQZQPG,869929689
1408,OSQZMYNMHE,802155024
1635,BPDIQHOHVE,858197025
1419,ROLOIVODQI,800348100
1917,DHOVGNOBRG,840819321
1049,WPNFUZEIHX,866283716
719,SDGPMHHDAQ,843391201
1272,PATUTBDJEV,875740025
1755,HPRUWYEOPY,818756721
1004,HIUHVQTKJP,807651600
492,AVDQAMNFHW,800006889
574,PDWOMCIUDC,828549041
469,KGZSKWPTKQ,877291776
190,KOLXJOQKDV,849229369
652,VQUITIVYHZ,838564849
1413,CHJPXCQWNW,857407364
1552,RKIBXGWLOH,811999889
139,MHCMHGDNMP,877403641
5,TKJPREPGGX,801481369
761,VXQGLSCHJA,808284836
1791,URKOOEKIBW,820403716
1414,FZNZRGDKKO,870673025
749,AHPSZOBRIX,832041284
488,WPUWCZDAPD,800067081
1382,FYMYBQNXZG,878289936
394,XLLUBRYYES,828614209
879,JPDSYQNCSD,868675625
658,EGEQPVLHXE,814388164
1774,DUNVDXVYTF,837344836
46,ATBDZQSOEM,813146276
280,DKJIGAVYXJ,814124689
560,RJFNYGHHHP,804515625
1562,RVYYKUJNUG,891214225
1965,GNOUJSCPVR,805620196
225,IVMVUBCWTF,802572816
169,ESKMKHSSMV,864695409
1018,FYEMFQVYNB,855776049
281,EQVRBACUIG,861218576
788,FIUBZYBLWM,858262689
1581,JKLULFFPDC,861847396
740,SFOJSWRQCN,866011681
848,LQKWHHYIPQ,804879681
39,JLLCHHBFQM,896597284
1167,EWJYNEZRXD,800048400
1833,BVXNNGDHKK,809363600
41,DUUNFSKSRS,885064361
1377,OPQHEOUDDJ,873685056
458,WXWDRNLFFB,862698689
1765,RCSCBWIEUI,827644804
503,WUUNTFHPKD,863419456
946,HBGKVYPXFS,815744100
411,RSQGSCZVHH,833547264
1935,KNHPWQVAUK,801490841
1976,RVOFNXJBOO,819847025
61,QNJWJMWAXX,825260864
1282,WWSMZTOLXG,890046769
1766,RFKFOYFDCI,806791556
1141,FLKJWNWWFZ,804919524
38,EPJSRDZJAZ,898320784
